"user_id","game_name","language","age","has_older_device_model","payment_month","total_revenue","new_mrr","new_paid_users","churn_month","churned_revenue","churned_users","back_from_churn_mrr","back_from_churn_users","expansion_mrr","contraction_mrr"
H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,30,false,2022-05-01,12.09,0,0,,0,0,0,0,0,-2.25
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,30,false,2022-05-01,12.09,12.09,1,,0,0,0,0,0,0
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,31,false,2022-05-01,13.8,13.8,1,,0,0,0,0,0,0
urYfKANRgMuaQO9lQnBgnQ==,game 3,uk,31,false,2022-05-01,12.66,12.66,1,,0,0,0,0,0,0
MRcEXu/KG95hsIyJM/816A==,game 3,uk,32,false,2022-05-01,37.98,37.98,1,,0,0,0,0,0,0
fXlo39/YD2z9SEVShTXp6w==,game 3,uk,34,false,2022-05-01,17.34,17.34,1,2022-06-01,17.34,1,0,0,0,0
s27V1tbCAysovKSY1XcdWQ==,game 3,uk,34,false,2022-05-01,12.15,0,0,2022-06-01,12.15,1,0,0,0,-27.33
jKSOgyMP0Yzld1pVpvyYrg==,game 3,uk,36,false,2022-05-01,15.06,15.06,1,2022-06-01,15.06,1,0,0,0,0
an5Xsrpir8vvhTb50gnppQ==,game 3,uk,43,false,2022-05-01,15.51,15.51,1,2022-06-01,15.51,1,0,0,0,0
RwtKwrRSrVpyAMRaDyhr8g==,game 3,uk,44,false,2022-05-01,24.06,24.06,1,,0,0,0,0,0,0
QZBiEFECZAgVl5IkN9/cFw==,game 3,en,16,false,2022-06-01,41.88,0,0,,0,0,0,0,0,-49.29
ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,20,false,2022-06-01,98.37,0,0,,0,0,0,0,22.47,0
e/6IajqZ922YY1rh2ErMJQ==,game 3,en,25,false,2022-06-01,33.51,33.51,1,,0,0,0,0,0,0
"7zbxKst2yi3pfdVI8iEChw==",game 3,ru,15,false,2022-06-01,13.05,0,0,2022-07-01,13.05,1,13.05,1,0,0
"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,16,false,2022-06-01,34.35,0,0,,0,0,0,0,18.66,0
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,17,false,2022-06-01,41.07,0,0,,0,0,0,0,0,-53.04
LWAxWBdiFs/25YxI4ZGthA==,game 3,ru,17,true,2022-06-01,18.54,0,0,2022-07-01,18.54,1,0,0,0,-67.92
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,17,false,2022-06-01,55.23,0,0,,0,0,0,0,7.35,0
wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,17,false,2022-06-01,204.48,0,0,,0,0,0,0,130.47,0
ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,false,2022-06-01,68.58,0,0,,0,0,0,0,41.58,0
BJlqmsfEshc/QjsD7VgEjg==,game 3,ru,18,false,2022-06-01,113.76,0,0,2022-07-01,113.76,1,113.76,1,0,0
eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,18,false,2022-06-01,25.65,0,0,,0,0,0,0,11.10,0
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,ru,18,false,2022-06-01,89.07,0,0,,0,0,89.07,1,0,0
fDgyPW0yy0+9ietMvl0vmA==,game 3,ru,18,false,2022-06-01,19.98,19.98,1,,0,0,0,0,0,0
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,ru,18,false,2022-06-01,17.76,17.76,1,,0,0,0,0,0,0
dp8g3Zsy2hCfov8GumRuWg==,game 3,ru,19,false,2022-06-01,13.89,13.89,1,2022-07-01,13.89,1,0,0,0,0
K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,false,2022-06-01,14.64,0,0,,0,0,0,0,1.38,0
qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,19,false,2022-06-01,36.84,0,0,,0,0,0,0,0,-3.33
"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,false,2022-06-01,22.47,0,0,,0,0,0,0,0,-7.86
"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,false,2022-06-01,27.87,0,0,,0,0,0,0,0,-63.81
aQDvOXzsDAJWi3Y47ptRPg==,game 3,ru,20,false,2022-06-01,19.08,0,0,2022-07-01,19.08,1,0,0,0,-20.22
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,20,false,2022-06-01,14.07,0,0,2022-07-01,14.07,1,0,0,0,-13.35
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,20,false,2022-06-01,13.08,0,0,,0,0,0,0,0.96,0
gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,21,false,2022-06-01,41.52,0,0,,0,0,0,0,19.35,0
xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,true,2022-06-01,35.88,0,0,,0,0,0,0,0,-60.18
"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,false,2022-06-01,86.85,0,0,,0,0,0,0,28.59,0
QoHEss2e+b385deeX2p39Q==,game 3,ru,22,false,2022-06-01,41.04,41.04,1,,0,0,0,0,0,0
r9AjQVS2nstu5lpVmDlihA==,game 3,ru,22,false,2022-06-01,53.28,53.28,1,,0,0,0,0,0,0
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,23,false,2022-06-01,12.39,0,0,2022-07-01,12.39,1,0,0,0,-38.79
B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,23,false,2022-06-01,96.33,0,0,,0,0,96.33,1,0,0
DorDcyqBWMg5IEaflqn5Xw==,game 3,ru,23,false,2022-06-01,13.89,0,0,2022-07-01,13.89,1,0,0,0,-23.73
T+RA0/fgzbUBLF89D4AEDA==,game 3,ru,23,false,2022-06-01,31.44,0,0,,0,0,31.44,1,0,0
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,24,false,2022-06-01,88.08,0,0,,0,0,0,0,75.60,0
AN9at3LlvDamqXq8dvHD4w==,game 3,ru,24,false,2022-06-01,18.99,0,0,,0,0,0,0,0,-47.58
Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,24,true,2022-06-01,32.07,0,0,,0,0,0,0,16.47,0
pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,false,2022-06-01,89.61,0,0,,0,0,0,0,50.01,0
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,ru,24,false,2022-06-01,67.71,67.71,1,,0,0,0,0,0,0
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,25,false,2022-06-01,56.13,56.13,1,,0,0,0,0,0,0
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,ru,25,false,2022-06-01,63.45,0,0,2022-07-01,63.45,1,63.45,1,0,0
V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,false,2022-06-01,31.95,0,0,,0,0,0,0,0,-10.77
"4pssft0TgDfiQexjbe25lw==",game 3,ru,26,false,2022-06-01,14.76,14.76,1,,0,0,0,0,0,0
HjI8n/FVfaGZ4bIEwrZPGw==,game 3,ru,29,false,2022-06-01,31.80,31.80,1,2022-07-01,31.80,1,0,0,0,0
ZU1vF9G4TjB+iEZ001MU3g==,game 3,ru,29,false,2022-06-01,17.22,17.22,1,,0,0,0,0,0,0
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,ru,30,false,2022-06-01,14.49,0,0,2022-07-01,14.49,1,0,0,0,-27.39
"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,32,false,2022-06-01,144.75,0,0,,0,0,0,0,25.80,0
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,false,2022-06-01,29.07,0,0,,0,0,0,0,0.75,0
qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,37,false,2022-06-01,52.83,52.83,1,,0,0,0,0,0,0
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,14,true,2022-06-01,46.20,0,0,,0,0,0,0,0,-19.53
GEAVJz1gd3SThbDZR01fcA==,game 3,uk,14,false,2022-06-01,36.06,0,0,,0,0,0,0,0,-12.24
b3TBQFxyCxxypmPajF+jXw==,game 3,uk,15,true,2022-06-01,71.31,0,0,2022-07-01,71.31,1,0,0,42.63,0
DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,15,false,2022-06-01,53.55,53.55,1,,0,0,0,0,0,0
HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,15,false,2022-06-01,66.96,0,0,,0,0,0,0,0,-55.98
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,false,2022-06-01,41.13,0,0,,0,0,0,0,25.80,0
"3KHhqZr7/1n2+bTP13WuXA==",game 3,uk,16,false,2022-06-01,74.85,74.85,1,2022-07-01,74.85,1,0,0,0,0
crKNTIblJ0113SKEtSJQHw==,game 3,uk,16,false,2022-06-01,29.97,0,0,,0,0,0,0,0,-64.02
dpfu6t8G4blqMn55KM8bSg==,game 3,uk,16,false,2022-06-01,17.64,0,0,,0,0,0,0,0,-15.51
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,16,false,2022-06-01,82.80,0,0,,0,0,0,0,15.51,0
GUNmu9bjwltT1/vYgzDEDQ==,game 3,uk,16,true,2022-06-01,13.56,13.56,1,2022-07-01,13.56,1,0,0,0,0
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,false,2022-06-01,55.02,0,0,,0,0,0,0,0,-40.89
"7ew71UmoMb73L41PM/YL/w==",game 3,uk,17,false,2022-06-01,34.11,0,0,,0,0,0,0,2.01,0
Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,18,true,2022-06-01,31.38,0,0,,0,0,0,0,0.66,0
iFFApiXZ2wPdS666BLpKZw==,game 3,uk,18,false,2022-06-01,34.89,0,0,,0,0,34.89,1,0,0
J6WNl39fdxaY8ZtvV8wNkw==,game 3,uk,18,true,2022-06-01,41.85,0,0,2022-07-01,41.85,1,0,0,16.86,0
rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,18,true,2022-06-01,49.92,49.92,1,,0,0,0,0,0,0
v9uJC6CIm0KR00+LpWQUBg==,game 3,uk,18,false,2022-06-01,30.87,30.87,1,,0,0,0,0,0,0
"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,false,2022-06-01,28.95,0,0,,0,0,0,0,6.21,0
IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,19,false,2022-06-01,103.14,0,0,,0,0,0,0,0,-50.40
"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,true,2022-06-01,22.83,0,0,,0,0,0,0,0,-3.57
"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,false,2022-06-01,97.95,0,0,,0,0,0,0,61.20,0
jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,20,false,2022-06-01,66.45,0,0,,0,0,0,0,12.18,0
qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,20,false,2022-06-01,32.04,0,0,,0,0,0,0,10.20,0
xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,20,false,2022-06-01,15.06,0,0,,0,0,0,0,0,-58.23
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,21,true,2022-06-01,20.13,0,0,,0,0,0,0,7.77,0
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,uk,21,false,2022-06-01,32.37,0,0,,0,0,0,0,1.17,0
er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,21,false,2022-06-01,103.71,0,0,,0,0,0,0,56.49,0
Lug+Yg90jslWgHEN6dc+Ng==,game 3,uk,21,false,2022-06-01,18.66,0,0,,0,0,18.66,1,0,0
q/Tz1C31XWaBUDrRn2ezDw==,game 3,uk,21,false,2022-06-01,72.48,0,0,,0,0,0,0,54.84,0
o55dseByUOl9s5IQCz1kuQ==,game 3,uk,22,false,2022-06-01,13.26,0,0,,0,0,0,0,0,-3.18
pLOCMIX+imLIzoDehgdOPA==,game 3,uk,22,false,2022-06-01,55.53,0,0,,0,0,0,0,0,-12.63
ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,22,false,2022-06-01,32.13,0,0,2022-07-01,32.13,1,0,0,4.26,0
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,22,false,2022-06-01,71.97,0,0,,0,0,0,0,33.21,0
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,23,false,2022-06-01,25.35,0,0,,0,0,0,0,0,-46.71
DqezK7HAqZ+GovyRuzxD1A==,game 3,uk,23,false,2022-06-01,86.49,0,0,,0,0,0,0,14.34,0
geIiJ1L04w2qAE0qzQUb2g==,game 3,uk,23,false,2022-06-01,51.24,51.24,1,,0,0,0,0,0,0
"72brUr/DKItStlTen5pHYg==",game 3,uk,24,false,2022-06-01,86.91,0,0,,0,0,0,0,66.99,0
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,uk,24,false,2022-06-01,107.40,0,0,,0,0,107.40,1,0,0
eoqO46DzxSrKA2rredUNyQ==,game 3,uk,24,false,2022-06-01,13.5,13.5,1,,0,0,0,0,0,0
ildaqkizLaFesmkjCvlzmQ==,game 3,uk,24,false,2022-06-01,54.54,54.54,1,,0,0,0,0,0,0
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,24,false,2022-06-01,65.25,0,0,,0,0,0,0,0,-4.83
WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,24,false,2022-06-01,91.05,0,0,,0,0,0,0,42.00,0
zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,24,false,2022-06-01,25.56,0,0,,0,0,0,0,9.51,0
"3Xuq0acIoGEgw19qflIoog==",game 3,uk,25,false,2022-06-01,12.69,12.69,1,,0,0,0,0,0,0
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,25,false,2022-06-01,63.39,0,0,2022-07-01,63.39,1,0,0,45.33,0
orbgZNBGuhZZx63HTAbyIw==,game 3,uk,25,false,2022-06-01,117.48,0,0,,0,0,0,0,0,-38.49
sCKPcG1GIuOo593nRuu1Cw==,game 3,uk,25,false,2022-06-01,61.11,61.11,1,2022-07-01,61.11,1,0,0,0,0
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,uk,25,false,2022-06-01,14.55,14.55,1,,0,0,0,0,0,0
Wi8qtp9drPDZD0laCPi2Ng==,game 3,uk,26,false,2022-06-01,14.04,0,0,2022-07-01,14.04,1,0,0,1.05,0
WSQTlRZJRg4Rb+rqe56nJg==,game 3,uk,26,false,2022-06-01,14.7,14.7,1,,0,0,0,0,0,0
RQBsCvxlogTNUidSygqgcQ==,game 3,uk,28,false,2022-06-01,17.07,0,0,,0,0,0,0,4.89,0
to3TWHIKMGoINAlfTdWn+w==,game 3,uk,28,false,2022-06-01,35.34,35.34,1,,0,0,0,0,0,0
BDvlXttM/hbupcLic+5ZWg==,game 3,uk,29,false,2022-06-01,46.53,0,0,2022-07-01,46.53,1,0,0,33.60,0
S+4OKFlwA3L8VcjOt8TurA==,game 3,uk,29,false,2022-06-01,29.16,0,0,,0,0,0,0,13.92,0
H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,30,false,2022-06-01,51.21,0,0,,0,0,0,0,39.12,0
RsmjZqhi61Kd7U5ihaXhDw==,game 3,uk,30,false,2022-06-01,68.58,68.58,1,2022-07-01,68.58,1,0,0,0,0
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,30,false,2022-06-01,14.43,0,0,,0,0,0,0,2.34,0
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,31,false,2022-06-01,48.21,0,0,,0,0,0,0,34.41,0
urYfKANRgMuaQO9lQnBgnQ==,game 3,uk,31,false,2022-06-01,13.26,0,0,,0,0,0,0,0.60,0
MRcEXu/KG95hsIyJM/816A==,game 3,uk,32,false,2022-06-01,23.4,0,0,,0,0,0,0,0,-14.58
Veep00i4vvZbTAVD6GMoiA==,game 3,uk,38,false,2022-06-01,36.78,0,0,,0,0,36.78,1,0,0
JBV4ilPNTtWevrqq146kyg==,game 3,uk,43,false,2022-06-01,16.38,16.38,1,,0,0,0,0,0,0
RwtKwrRSrVpyAMRaDyhr8g==,game 3,uk,44,false,2022-06-01,63.78,0,0,2022-07-01,63.78,1,0,0,39.72,0
Sx/MqN31Cxf6tOSLIiDtLg==,game 2,uk,19,true,2022-07-01,26.79,26.79,1,2022-08-01,26.79,1,0,0,0,0
QZBiEFECZAgVl5IkN9/cFw==,game 3,en,16,false,2022-07-01,166.38,0,0,,0,0,0,0,124.50,0
ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,20,false,2022-07-01,56.04,0,0,,0,0,0,0,0,-42.33
e/6IajqZ922YY1rh2ErMJQ==,game 3,en,25,false,2022-07-01,148.98,0,0,,0,0,0,0,115.47,0
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,ru,15,false,2022-07-01,61.41,61.41,1,,0,0,0,0,0,0
zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,15,false,2022-07-01,70.89,0,0,,0,0,70.89,1,0,0
"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,16,false,2022-07-01,50.58,0,0,,0,0,0,0,16.23,0
"5a/eDajN+4bJdigfI5TWoQ==",game 3,ru,17,false,2022-07-01,12.87,12.87,1,2022-08-01,12.87,1,0,0,0,0
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,17,false,2022-07-01,15.21,0,0,,0,0,0,0,0,-25.86
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,17,false,2022-07-01,41.01,0,0,2022-08-01,41.01,1,0,0,0,-14.22
wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,17,false,2022-07-01,76.92,0,0,,0,0,0,0,0,-127.56
ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,false,2022-07-01,18.75,0,0,,0,0,0,0,0,-49.83
BH4aptg763J0WNnw0OS9hw==,game 3,ru,18,false,2022-07-01,15.21,15.21,1,2022-08-01,15.21,1,0,0,0,0
eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,18,false,2022-07-01,31.86,0,0,,0,0,0,0,6.21,0
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,ru,18,false,2022-07-01,31.59,0,0,,0,0,0,0,0,-57.48
fDgyPW0yy0+9ietMvl0vmA==,game 3,ru,18,false,2022-07-01,32.94,0,0,,0,0,0,0,12.96,0
GOl6BQXsy0zvbvIWIoKEQw==,game 3,ru,18,false,2022-07-01,114.75,0,0,,0,0,114.75,1,0,0
hi1ErLiMLDP0HWvMqLKv6g==,game 3,ru,18,false,2022-07-01,117.78,117.78,1,,0,0,0,0,0,0
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,ru,18,false,2022-07-01,28.35,0,0,,0,0,0,0,10.59,0
dUXVADLWvf2uvh+Q6TNrMw==,game 3,ru,19,false,2022-07-01,12.15,12.15,1,2022-08-01,12.15,1,0,0,0,0
K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,false,2022-07-01,38.07,0,0,2022-08-01,38.07,1,0,0,23.43,0
qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,19,false,2022-07-01,27.03,0,0,,0,0,0,0,0,-9.81
"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,false,2022-07-01,24.84,0,0,,0,0,0,0,2.37,0
"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,false,2022-07-01,40.71,0,0,,0,0,0,0,12.84,0
F03P4YcFbbtcWUlujjIQmQ==,game 3,ru,20,true,2022-07-01,33.24,33.24,1,,0,0,0,0,0,0
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,20,false,2022-07-01,35.22,0,0,2022-08-01,35.22,1,0,0,22.14,0
gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,21,false,2022-07-01,85.17,0,0,,0,0,0,0,43.65,0
xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,true,2022-07-01,56.34,0,0,,0,0,0,0,20.46,0
"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,false,2022-07-01,49.23,0,0,2022-08-01,49.23,1,0,0,0,-37.62
"7SeM1pmnTTTXfhI+x3ldng==",game 3,ru,22,false,2022-07-01,82.32,0,0,,0,0,82.32,1,0,0
psERjQAamFwr88Zadc4wcQ==,game 3,ru,22,false,2022-07-01,13.08,13.08,1,2022-08-01,13.08,1,0,0,0,0
QoHEss2e+b385deeX2p39Q==,game 3,ru,22,false,2022-07-01,99.48,0,0,,0,0,0,0,58.44,0
r9AjQVS2nstu5lpVmDlihA==,game 3,ru,22,false,2022-07-01,24.84,0,0,,0,0,0,0,0,-28.44
B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,23,false,2022-07-01,20.79,0,0,,0,0,0,0,0,-75.54
T+RA0/fgzbUBLF89D4AEDA==,game 3,ru,23,false,2022-07-01,65.79,0,0,2022-08-01,65.79,1,0,0,34.35,0
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,24,false,2022-07-01,120.75,0,0,,0,0,0,0,32.67,0
AN9at3LlvDamqXq8dvHD4w==,game 3,ru,24,false,2022-07-01,13.71,0,0,,0,0,0,0,0,-5.28
Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,24,true,2022-07-01,55.89,0,0,,0,0,0,0,23.82,0
iIytnKqiHLJVVoC/S4HgPQ==,game 3,ru,24,false,2022-07-01,12.51,12.51,1,2022-08-01,12.51,1,0,0,0,0
pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,false,2022-07-01,52.77,0,0,,0,0,0,0,0,-36.84
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,ru,24,false,2022-07-01,107.31,0,0,,0,0,0,0,39.60,0
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,25,false,2022-07-01,16.29,0,0,,0,0,0,0,0,-39.84
ngOdQ8biXsraLxTHS862fw==,game 3,ru,25,false,2022-07-01,13.92,13.92,1,2022-08-01,13.92,1,0,0,0,0
V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,false,2022-07-01,67.56,0,0,,0,0,0,0,35.61,0
"4pssft0TgDfiQexjbe25lw==",game 3,ru,26,false,2022-07-01,14.43,0,0,,0,0,0,0,0,-0.33
ytNOQh7e6qNGQNC0T3RBxw==,game 3,ru,26,true,2022-07-01,14.13,14.13,1,,0,0,0,0,0,0
"3rCdNEPkh3vwmYB0BVadEw==",game 3,ru,27,false,2022-07-01,21.87,0,0,,0,0,21.87,1,0,0
ZU1vF9G4TjB+iEZ001MU3g==,game 3,ru,29,false,2022-07-01,22.2,0,0,,0,0,0,0,4.98,0
"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,32,false,2022-07-01,89.04,0,0,,0,0,0,0,0,-55.71
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,false,2022-07-01,25.23,0,0,,0,0,0,0,0,-3.84
juwM8fLyplCQTgKTP8dJgQ==,game 3,ru,34,false,2022-07-01,15.45,15.45,1,,0,0,0,0,0,0
NntDesROB4ANrudTCXEScA==,game 3,ru,37,false,2022-07-01,39.12,39.12,1,2022-08-01,39.12,1,0,0,0,0
qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,37,false,2022-07-01,86.91,0,0,,0,0,0,0,34.08,0
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,14,true,2022-07-01,12.9,0,0,,0,0,0,0,0,-33.30
GEAVJz1gd3SThbDZR01fcA==,game 3,uk,14,false,2022-07-01,75.36,0,0,2022-08-01,75.36,1,0,0,39.30,0
prNQwR2IPPsvGpFgOpcGaQ==,game 3,uk,14,false,2022-07-01,54.30,0,0,2022-08-01,54.30,1,54.30,1,0,0
DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,15,false,2022-07-01,53.31,0,0,,0,0,0,0,0,-0.24
HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,15,false,2022-07-01,41.67,0,0,,0,0,0,0,0,-25.29
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,false,2022-07-01,63.63,0,0,,0,0,0,0,22.50,0
"7zai/c69uF/NhB95HgKuYw==",game 3,uk,16,false,2022-07-01,62.25,62.25,1,,0,0,0,0,0,0
crKNTIblJ0113SKEtSJQHw==,game 3,uk,16,false,2022-07-01,107.25,0,0,,0,0,0,0,77.28,0
dpfu6t8G4blqMn55KM8bSg==,game 3,uk,16,false,2022-07-01,12.03,0,0,,0,0,0,0,0,-5.61
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,uk,16,false,2022-07-01,57.39,57.39,1,,0,0,0,0,0,0
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,16,false,2022-07-01,45.96,0,0,,0,0,0,0,0,-36.84
lx3SsUV7NOrv93tCexVp5A==,game 3,uk,16,false,2022-07-01,36.21,36.21,1,,0,0,0,0,0,0
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,false,2022-07-01,96.51,0,0,2022-08-01,96.51,1,0,0,41.49,0
"7ew71UmoMb73L41PM/YL/w==",game 3,uk,17,false,2022-07-01,40.23,0,0,,0,0,0,0,6.12,0
Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,18,true,2022-07-01,106.59,0,0,,0,0,0,0,75.21,0
iFFApiXZ2wPdS666BLpKZw==,game 3,uk,18,false,2022-07-01,48.78,0,0,,0,0,0,0,13.89,0
ni2+3lFt9yVqbt5Vtc8BMQ==,game 3,uk,18,false,2022-07-01,17.76,17.76,1,2022-08-01,17.76,1,0,0,0,0
rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,18,true,2022-07-01,72.45,0,0,,0,0,0,0,22.53,0
v9uJC6CIm0KR00+LpWQUBg==,game 3,uk,18,false,2022-07-01,94.50,0,0,2022-08-01,94.50,1,0,0,63.63,0
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,uk,18,false,2022-07-01,21.81,21.81,1,,0,0,0,0,0,0
"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,false,2022-07-01,118.83,0,0,,0,0,0,0,89.88,0
"8ncYOMYXeKDelzX40EnuLA==",game 3,uk,19,false,2022-07-01,86.94,86.94,1,,0,0,0,0,0,0
B7ziVc7jLVg/+snNIp3hLQ==,game 3,uk,19,false,2022-07-01,13.71,13.71,1,2022-08-01,13.71,1,0,0,0,0
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,uk,19,false,2022-07-01,22.5,22.5,1,,0,0,0,0,0,0
fvYhEtD56gROaXqCi9/z/Q==,game 3,uk,19,false,2022-07-01,72.57,72.57,1,,0,0,0,0,0,0
HWpnvfSvYzUsQCcCKhetIg==,game 3,uk,19,false,2022-07-01,28.23,28.23,1,,0,0,0,0,0,0
IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,19,false,2022-07-01,84.45,0,0,,0,0,0,0,0,-18.69
"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,true,2022-07-01,89.28,0,0,,0,0,0,0,66.45,0
"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,false,2022-07-01,21.48,0,0,,0,0,0,0,0,-76.47
cOCixiBbcAHemYgbNdoTcw==,game 3,uk,20,false,2022-07-01,68.04,68.04,1,2022-08-01,68.04,1,0,0,0,0
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,uk,20,false,2022-07-01,92.19,92.19,1,,0,0,0,0,0,0
HJccOn6v5KHqBa8wRu42oQ==,game 3,uk,20,false,2022-07-01,25.2,0,0,2022-08-01,25.2,1,25.2,1,0,0
jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,20,false,2022-07-01,36.21,0,0,,0,0,0,0,0,-30.24
lCD23Awt3KotauWenCRr5w==,game 3,uk,20,false,2022-07-01,22.98,0,0,2022-08-01,22.98,1,22.98,1,0,0
